"No.","Time","Source","Destination","Protocol","Length","Info"
"230088","2016-09-27 09:48:44.643701","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=444 Ack=3345 Win=13152 Len=0"
"230089","2016-09-27 09:48:44.675264","192.168.1.240","176.32.98.204","TCP","1514","50646  >  443 [ACK] Seq=444 Ack=3345 Win=13152 Len=1460 [TCP segment of a reassembled PDU]"
"230090","2016-09-27 09:48:44.675375","192.168.1.240","176.32.98.204","TLSv1.2","429","Application Data"
"230094","2016-09-27 09:48:45.018806","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=2279 Ack=3888 Win=18992 Len=0"
"230096","2016-09-27 09:48:45.098744","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=2279 Ack=4056 Win=21904 Len=0"
"230097","2016-09-27 09:48:45.107377","192.168.1.240","176.32.98.204","TLSv1.2","205","Application Data"
"230098","2016-09-27 09:48:45.180062","192.168.1.240","176.32.98.204","TLSv1.2","252","Application Data"
"230099","2016-09-27 09:48:45.184044","192.168.1.240","176.32.98.204","TLSv1.2","275","Application Data"
"230100","2016-09-27 09:48:45.190264","192.168.1.240","176.32.98.204","TLSv1.2","544","Application Data"
"230101","2016-09-27 09:48:45.193574","192.168.1.240","176.32.98.204","TLSv1.2","380","Application Data"
"230102","2016-09-27 09:48:45.198125","192.168.1.240","176.32.98.204","TLSv1.2","191","Application Data"
"230104","2016-09-27 09:48:45.366246","192.168.1.240","176.32.98.204","TLSv1.2","184","Application Data"
"230105","2016-09-27 09:48:45.368402","192.168.1.240","176.32.98.204","TLSv1.2","375","Application Data"
"230129","2016-09-27 09:48:49.647637","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4253 Ack=4097 Win=21904 Len=0"
"230130","2016-09-27 09:48:49.648121","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"230139","2016-09-27 09:48:51.227781","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"230144","2016-09-27 09:48:52.002671","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"230163","2016-09-27 09:48:54.879550","192.168.1.240","132.163.4.101","NTP","90","NTP Version 4, client"
"230209","2016-09-27 09:49:00.111814","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"230269","2016-09-27 09:49:05.013781","AmazonTe_56:cc:d3","Tp-LinkT_51:33:e9","EAPOL","113","Key (Group Message 2 of 2)"
"230361","2016-09-27 09:49:09.743524","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"230465","2016-09-27 09:49:18.255347","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"230480","2016-09-27 09:49:19.673303","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"230487","2016-09-27 09:49:19.934874","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4335 Ack=4138 Win=21904 Len=0"
"230811","2016-09-27 09:49:36.771794","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"230871","2016-09-27 09:49:45.286490","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"230899","2016-09-27 09:49:49.926267","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"230902","2016-09-27 09:49:50.149726","192.168.1.240","176.32.98.204","TCP","54","[TCP Dup ACK 230487#1] 50646  >  443 [ACK] Seq=4376 Ack=4138 Win=21904 Len=0"
"230905","2016-09-27 09:49:50.255162","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4376 Ack=4220 Win=21904 Len=0"
"230906","2016-09-27 09:49:50.256480","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"230968","2016-09-27 09:49:54.657390","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"231039","2016-09-27 09:50:03.798204","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"231062","2016-09-27 09:50:08.813533","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"231086","2016-09-27 09:50:12.310413","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"231138","2016-09-27 09:50:20.282633","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"231142","2016-09-27 09:50:20.543861","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4458 Ack=4261 Win=21904 Len=0"
"231189","2016-09-27 09:50:25.508954","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"231210","2016-09-27 09:50:30.827289","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"231271","2016-09-27 09:50:39.337013","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"231334","2016-09-27 09:50:49.642668","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4458 Ack=4302 Win=21904 Len=0"
"231335","2016-09-27 09:50:49.642779","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"231347","2016-09-27 09:50:50.879878","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x29cc A device-metrics-us.amazon.com"
"231351","2016-09-27 09:50:51.033008","192.168.1.240","54.239.26.180","TCP","74","49951  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61673944 TSecr=0 WS=16"
"231357","2016-09-27 09:50:51.255101","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"231358","2016-09-27 09:50:51.398138","192.168.1.240","54.239.26.180","TLSv1","571","Client Hello"
"231365","2016-09-27 09:50:51.625084","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"231366","2016-09-27 09:50:51.625187","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"231367","2016-09-27 09:50:51.625251","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"231368","2016-09-27 09:50:51.635996","192.168.1.240","54.239.26.180","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"231373","2016-09-27 09:50:51.865357","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"231374","2016-09-27 09:50:51.867396","192.168.1.240","54.239.26.180","TLSv1","1514","Application Data"
"231375","2016-09-27 09:50:51.867646","192.168.1.240","54.239.26.180","TLSv1","396","Application Data"
"231380","2016-09-27 09:50:52.087191","192.168.1.240","54.239.26.180","TLSv1","368","Application Data, Application Data"
"231384","2016-09-27 09:50:52.379508","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"231399","2016-09-27 09:50:53.429481","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"231400","2016-09-27 09:50:53.452125","192.168.1.240","54.239.26.180","TCP","54","49951  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"231405","2016-09-27 09:50:53.621898","192.168.1.240","176.32.98.204","TLSv1.2","213","Application Data"
"231422","2016-09-27 09:50:54.907325","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"231443","2016-09-27 09:50:57.853654","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"231513","2016-09-27 09:51:06.362508","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"231635","2016-09-27 09:51:23.653606","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"231648","2016-09-27 09:51:24.106370","192.168.1.240","176.32.98.204","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"231654","2016-09-27 09:51:24.453965","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4699 Ack=4343 Win=21904 Len=0"
"231655","2016-09-27 09:51:24.880939","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"231672","2016-09-27 09:51:28.891933","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"231695","2016-09-27 09:51:33.382372","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"231795","2016-09-27 09:51:50.735676","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4699 Ack=4384 Win=21904 Len=0"
"231796","2016-09-27 09:51:50.736471","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"231804","2016-09-27 09:51:51.908041","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"231875","2016-09-27 09:52:00.409658","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"232097","2016-09-27 09:52:08.196282","192.168.1.240","138.236.128.36","NTP","90","NTP Version 4, client"
"232165","2016-09-27 09:52:13.411284","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"232195","2016-09-27 09:52:18.935116","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"232222","2016-09-27 09:52:20.766887","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"232228","2016-09-27 09:52:21.410554","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"232244","2016-09-27 09:52:23.184383","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4781 Ack=4425 Win=21904 Len=0"
"232296","2016-09-27 09:52:27.437018","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"232462","2016-09-27 09:52:45.961992","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"232480","2016-09-27 09:52:49.642456","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4781 Ack=4466 Win=21904 Len=0"
"232481","2016-09-27 09:52:49.642563","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"232506","2016-09-27 09:52:54.465793","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"232510","2016-09-27 09:52:54.653327","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"232575","2016-09-27 09:53:04.686531","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"232603","2016-09-27 09:53:09.689331","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","Who has 192.168.1.1? Tell 192.168.1.240"
"232618","2016-09-27 09:53:12.988513","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"232646","2016-09-27 09:53:19.672155","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"232657","2016-09-27 09:53:20.442081","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4863 Ack=4507 Win=21904 Len=0"
"232664","2016-09-27 09:53:21.494351","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"232782","2016-09-27 09:53:40.030372","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"232797","2016-09-27 09:53:44.386327","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232798)"
"232799","2016-09-27 09:53:44.395811","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232800)"
"232801","2016-09-27 09:53:44.399590","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232802)"
"232803","2016-09-27 09:53:44.403512","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232804)"
"232805","2016-09-27 09:53:44.407357","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232806)"
"232807","2016-09-27 09:53:44.412309","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232808)"
"232809","2016-09-27 09:53:44.415103","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232810)"
"232811","2016-09-27 09:53:44.419172","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232812)"
"232813","2016-09-27 09:53:44.422983","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232814)"
"232815","2016-09-27 09:53:44.426654","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232816)"
"232817","2016-09-27 09:53:44.432036","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232818)"
"232819","2016-09-27 09:53:44.438740","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232820)"
"232821","2016-09-27 09:53:44.442362","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232822)"
"232823","2016-09-27 09:53:44.446234","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232824)"
"232825","2016-09-27 09:53:44.454409","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232826)"
"232827","2016-09-27 09:53:44.459976","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232828)"
"232829","2016-09-27 09:53:44.467694","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232830)"
"232831","2016-09-27 09:53:44.473831","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232832)"
"232833","2016-09-27 09:53:44.477513","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232834)"
"232835","2016-09-27 09:53:44.481396","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=44017/61867, ttl=64 (reply in 232836)"
"232837","2016-09-27 09:53:44.489532","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9f98 A www.example.com"
"232838","2016-09-27 09:53:44.489694","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x922b AAAA www.example.com"
"232841","2016-09-27 09:53:44.517265","192.168.1.240","93.184.216.34","TCP","74","34165  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61718356 TSecr=0 WS=16"
"232843","2016-09-27 09:53:44.673153","192.168.1.240","93.184.216.34","TCP","66","34165  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718396 TSecr=1746284317"
"232844","2016-09-27 09:53:44.673289","192.168.1.240","93.184.216.34","TCP","66","34165  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718396 TSecr=1746284317"
"232845","2016-09-27 09:53:44.675321","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x547e A www.example.net"
"232846","2016-09-27 09:53:44.675473","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1af7 AAAA www.example.net"
"232849","2016-09-27 09:53:44.702854","192.168.1.240","93.184.216.34","TCP","74","34166  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61718403 TSecr=0 WS=16"
"232851","2016-09-27 09:53:44.826100","192.168.1.240","93.184.216.34","TCP","66","34165  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61718435 TSecr=1746284356"
"232853","2016-09-27 09:53:44.848647","192.168.1.240","93.184.216.34","TCP","66","34166  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718441 TSecr=2683158373"
"232854","2016-09-27 09:53:44.849264","192.168.1.240","93.184.216.34","TCP","66","34166  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718441 TSecr=2683158373"
"232855","2016-09-27 09:53:44.851017","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x2d1d A www.example.org"
"232856","2016-09-27 09:53:44.851166","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xae34 AAAA www.example.org"
"232859","2016-09-27 09:53:44.881877","192.168.1.240","93.184.216.34","TCP","74","34167  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=61718449 TSecr=0 WS=16"
"232861","2016-09-27 09:53:45.001355","192.168.1.240","93.184.216.34","TCP","66","34166  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61718480 TSecr=2683158409"
"232863","2016-09-27 09:53:45.036165","192.168.1.240","93.184.216.34","TCP","66","34167  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718489 TSecr=2685936753"
"232864","2016-09-27 09:53:45.036302","192.168.1.240","93.184.216.34","TCP","66","34167  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=61718489 TSecr=2685936753"
"232866","2016-09-27 09:53:45.188612","192.168.1.240","93.184.216.34","TCP","66","34167  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=61718528 TSecr=2685936792"
"232889","2016-09-27 09:53:48.519053","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"232893","2016-09-27 09:53:49.399298","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"232896","2016-09-27 09:53:49.645616","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4863 Ack=4548 Win=21904 Len=0"
"232897","2016-09-27 09:53:49.647149","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"232953","2016-09-27 09:53:58.901762","192.168.1.240","132.163.4.101","NTP","90","NTP Version 4, client"
"232986","2016-09-27 09:54:07.034283","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"233028","2016-09-27 09:54:15.542145","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"233043","2016-09-27 09:54:19.679293","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"233047","2016-09-27 09:54:19.942913","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4945 Ack=4589 Win=21904 Len=0"
"233127","2016-09-27 09:54:34.059881","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"233167","2016-09-27 09:54:42.567478","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"233199","2016-09-27 09:54:49.933527","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"233205","2016-09-27 09:54:50.127538","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=4986 Ack=4630 Win=21904 Len=0"
"233206","2016-09-27 09:54:50.128626","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"233211","2016-09-27 09:54:50.387362","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=5027 Ack=4671 Win=21904 Len=0"
"233239","2016-09-27 09:54:54.663245","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"233276","2016-09-27 09:55:01.084195","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"233321","2016-09-27 09:55:09.597618","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"233416","2016-09-27 09:55:20.379444","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"233422","2016-09-27 09:55:20.607991","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=5068 Ack=4712 Win=21904 Len=0"
"233640","2016-09-27 09:55:28.110785","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"233667","2016-09-27 09:55:36.620637","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"233766","2016-09-27 09:55:49.651064","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=5068 Ack=4753 Win=21904 Len=0"
"233767","2016-09-27 09:55:49.651183","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"233832","2016-09-27 09:55:54.657455","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"233836","2016-09-27 09:55:55.138210","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"233934","2016-09-27 09:56:03.647128","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"234074","2016-09-27 09:56:19.684140","192.168.1.240","176.32.98.204","TLSv1.2","95","Application Data"
"234080","2016-09-27 09:56:19.945871","192.168.1.240","176.32.98.204","TCP","54","50646  >  443 [ACK] Seq=5150 Ack=4794 Win=21904 Len=0"
"234101","2016-09-27 09:56:22.165932","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"234201","2016-09-27 09:56:30.673993","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
